STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
515 PARK ST,HARRISON,48625,9222,"515 PARK ST, HARRISON , MI, 48625",44.013703,-84.7932818,HAILEY-HAILEY DISEASE SOCIETY,2,204174843,1,201312,P20,0,2426,3,0,1,1,16,% JULIA MCNAUGHTON,1000,2426,MI,12,7551,,3,1,2014,8,1
748 ALGER SW,WYM,48001,0,"748 ALGER SW, WYM , MI, 48001",42.6433343,-82.5834947,DESSISO GILL,2,264657123,1,201312,P20,0,2800,3,0,1,1,15,% JIMMY CARTER,1000,2800,MI,12,1,,3,1,2014,6,1
1882 TREYBORNE CIR,COMMERCE TWP,48390,2839,"1882 TREYBORNE CIR, COMMERCE TWP , MI, 48390",42.5463382,-83.4458418,DREAMS ACCOMPLISHED,2,270718542,1,201312,P20,0,3275,3,0,1,1,15,% PATRICK J NORTHROP,1000,3275,MI,12,5445,,3,1,2010,1,1
5220 HOSNER RD,METAMORA,48455,9376,"5220 HOSNER RD, METAMORA , MI, 48455",42.9108368,-83.2022148,MOBILE VISITORS OUTREACH INC,2,300498747,1,201312,P20,0,3463,3,0,1,1,15,% FATHER PHILEMON ADEM OKOH,1000,3463,MI,12,367,,3,1,2009,8,1
37256 TRICIA DR,STERLING HTS,48310,3659,"37256 TRICIA DR, STERLING HTS , MI, 48310",42.56697,-83.080664,WALTER P HARRIS FOUNDATION,2,300578507,1,201312,P20,0,4559,3,0,1,1,15,,1000,4559,MI,12,1802,,3,1,2013,2,1
41935 UTAH DR,STERLING HTS,48313,3673,"41935 UTAH DR, STERLING HTS , MI, 48313",42.604403,-82.976909,BASKET PROJECT INC,2,275462734,1,201312,P20,0,4752,3,0,1,1,15,% DR AMY FREIGRUBER,1000,4752,MI,12,160,,3,1,2011,8,1
3370 CIRCLE DR,COMMERCE TWP,48382,1957,"3370 CIRCLE DR, COMMERCE TWP , MI, 48382",42.571159,-83.5032,MICHIGAN ASSOCIATION OF SUICIDOLOGY,2,382701467,2,201312,P20,0,5181,3,149000000,1,1,16,% JUDI ROSEN-DAVIS,1000,5181,MI,12,19857,,3,1,2014,7,1
11156 MILLPOND LN,WASHINGTON,48094,1587,"11156 MILLPOND LN, WASHINGTON , MI, 48094",42.755163,-83.024942,WASHINGTON TOWNSHIP MICHIGAN GOODFELLOWS ASSOCIATION,2,800667971,1,201212,P20,0,5222,3,0,1,1,15,% JAMES V CARNAGO,1000,5222,MI,12,1550,,3,1,2011,11,1
7339 CURRIE RD,NORTHVILLE,48168,9463,"7339 CURRIE RD, NORTHVILLE , MI, 48168",42.390116,-83.588892,MICHIGAN FAMILY MEDICAL RELIEF,2,352233307,1,201306,P20,0,5924,3,0,1,1,15,% CHRISTINE RINGO,1000,5924,MI,6,9485,,3,1,2005,1,1
517 E CROSSTOWN PKWY,KALAMAZOO,49001,2867,"517 E CROSSTOWN PKWY, KALAMAZOO , MI, 49001",42.2841535,-85.5769605,ALL AMERICAN ROLL MODELS INC,2,264767215,2,201312,P20,0,6345,3,0,1,1,15,% STEWART VANALSTINE,1000,6345,MI,12,11389,,3,1,2009,10,1
PO BOX 68,TRENTON,48183,68,"PO BOX 68, TRENTON , MI, 48183",42.1352293,-83.2291862,THE WYANDOT OF ANDERDON NATION,2,237358598,3,201309,P20,0,6692,3,0,1,1,15,% STEVE GRONDA,1000,8966,MI,9,25754,,3,1,2000,9,1
1493 N M 43 HWY,HASTINGS,49058,7900,"1493 N M 43 HWY, HASTINGS , MI, 49058",42.6751356,-85.2908368,I CARRIED THE CROSS FOUNDATION,2,205485298,3,201212,P20,0,7070,3,0,1,1,15,% WILLIE TAYLOR,1000,7070,MI,12,34920,,3,1,2014,6,1
1825 E SQUARE LAKE RD,TROY,48085,3391,"1825 E SQUARE LAKE RD, TROY , MI, 48085",42.6088061,-83.1138109,HOPE PROJECT INTERNATIONAL,2,454171638,1,201212,P20,0,7510,3,0,1,1,15,,1000,7510,MI,12,6785,,3,1,2013,1,1
56806 KIRKRIDGE TRL,SHELBY TWP,48316,5800,"56806 KIRKRIDGE TRL, SHELBY TWP , MI, 48316",42.712152,-83.044454,SINGLE PARENT FUEL,2,800848924,1,201306,P20,0,8345,3,0,1,1,15,,1000,8345,MI,6,2601,,3,1,2014,9,1
17082 BUCHANAN ST,GRAND HAVEN,49417,8626,"17082 BUCHANAN ST, GRAND HAVEN , MI, 49417",42.9851669,-86.210902,MYTEAM TRIUMPH INC,2,463321263,1,201312,P20,0,8395,3,0,1,1,15,% DEREK WARNER,1000,8395,MI,12,5998,LAKESHORE,9,1,2010,4,1
3225 S DEACON ST,DETROIT,48217,1582,"3225 S DEACON ST, DETROIT , MI, 48217",42.26199,-83.15785,TRI-CITY COMMUNITY DEVELOPMENT CORPORATION,2,383521963,2,201312,P20,0,8700,3,0,1,1,15,% ALEX R HILL,1000,8700,MI,12,11215,,3,1,2000,5,1
4424 KNIGHTSBRIDGE LN,W BLOOMFIELD,48323,1627,"4424 KNIGHTSBRIDGE LN, W BLOOMFIELD , MI, 48323",42.5730724,-83.3655174,KNIGHTSBRIDGE CHARITIES INC,2,383614441,4,201312,P20,0,9200,3,0,1,1,16,% MANNY GLAZIER,1000,9200,MI,12,279322,,3,1,2002,7,1
PO BOX 9151,WYOMING,49509,151,"PO BOX 9151, WYOMING , MI, 49509",42.8948162,-85.6897121,SONGS AGAINST SLAVERY,2,461380664,1,201312,P20,0,9243,3,0,1,1,15,% ANNA THEISEN,1000,9840,MI,12,6640,,3,1,2014,8,1
PO BOX 1813,JACKSON,49204,1813,"PO BOX 1813, JACKSON , MI, 49204",42.2455803,-84.4037029,JAMES W COOPER OUTREACH MINISTRIES,2,260277432,1,201212,P20,0,10776,3,0,1,1,15,% JAMES COOPER,1000,17127,MI,12,27,,3,1,2013,4,2
PO BOX 23422,DETROIT,48223,422,"PO BOX 23422, DETROIT , MI, 48223",42.3962815,-83.2452478,REALITY CHECK DETROIT,2,300144289,1,201112,P20,0,11362,3,0,1,1,15,% GEOFFREY TOWNSEND,1000,11362,MI,12,30,,3,1,2003,9,2
3333 EVERGREEN DRIVE NE,GRAND RAPIDS,49525,9493,"3333 EVERGREEN DRIVE NE, GRAND RAPIDS , MI, 49525",43.017337,-85.588031,MEDICAL MISSIONS OF MICHIGAN,2,900537151,3,201212,P20,0,11860,3,0,1,1,15,,1000,11860,MI,12,45728,,3,1,2010,8,2
6653 NORWOOD AVE,ALLEN PARK,48101,2439,"6653 NORWOOD AVE, ALLEN PARK , MI, 48101",42.2597516,-83.2181033,FIGHTING AIDS WITH NUTRITION F A W N,2,412158353,1,201312,P20,0,12024,3,0,1,1,15,% FRANK JULIAN,1000,16555,MI,12,2775,,3,1,2005,12,2
6689 ORCHARD LAKE,WEST BLOOMFIELD,48322,3404,"6689 ORCHARD LAKE, WEST BLOOMFIELD , MI, 48322",42.5410031,-83.3598259,VICTORIOUS WOMEN MINISTRIES,2,452999037,1,201312,P20,0,12317,3,0,1,1,16,,1000,12317,MI,12,8406,VWM,3,1,2011,10,2
1518 S WASH AVE,LANSING,48910,1531,"1518 S WASH AVE, LANSING , MI, 48910",42.696283,-84.538659,BREAD HOUSE COMMUNITY OUTREACH,2,272522043,3,201312,P20,0,13619,3,0,1,1,15,% DEBRA RILEY,1000,14117,MI,12,47380,,3,1,2010,8,2
PO BOX 221,ONTONAGON,49953,221,"PO BOX 221, ONTONAGON , MI, 49953",46.7849844,-89.4001021,FRIENDS OF THE PORCUPINE MOUNTAINS WILDERNESS STATE PARK,1,383388836,2,201309,P20,0,14819,3,0,1,1,16,% BARBARA BRAITHWAITE,1000,93239,MI,9,16251,FRIENDS OF PORKIES,3,1,2000,6,3
3430 E JEFFERSON AVE STE 738,DETROIT,48207,4233,"3430 E JEFFERSON AVE STE 738, DETROIT , MI, 48207",42.3419723,-83.0139396,GIDEON GIFT FOUNDATION,2,364524884,1,201212,P20,0,15421,3,0,1,1,15,% ALISA M GIDDENS,1000,15421,MI,12,1,,3,1,2003,10,2
PO BOX 64,PLAINWELL,49080,64,"PO BOX 64, PLAINWELL , MI, 49080",42.4400357,-85.6489035,PLAINWELL GRAD BASH COMMITTEE,2,830438255,1,201306,P20,0,16300,3,0,5,1,16,% MICHAEL J KIMBLE,1000,16469,MI,6,1132,,3,1,2006,11,2
171 DAWSON ST,SANDUSKY,48471,1062,"171 DAWSON ST, SANDUSKY , MI, 48471",43.4239663,-82.8404763,SANILAC COUNTY KIDS CONNECTION,2,204109978,2,201309,P20,0,16917,3,0,1,1,15,,1000,16917,MI,9,15538,,3,1,2006,8,2
14456 E JEFFERSON AVE,DETROIT,48215,2934,"14456 E JEFFERSON AVE, DETROIT , MI, 48215",42.372877,-82.943291,HOPE COMMUNITY OUTREACH AND DEVELOPMENT,2,263315239,1,201212,P20,0,18192,3,0,1,1,15,,1000,18192,MI,12,5514,,3,1,2009,1,2
PO BOX 8,DEWITT,48820,8,"PO BOX 8, DEWITT , MI, 48820",42.8722569,-84.5850997,BRANDONS DEFENSE,2,352363637,3,201306,P20,0,19385,3,0,1,1,16,% JULIE GORDON,1000,23156,MI,6,39853,,3,1,2009,9,2
21313 TELEGRAPH RD,BROWNSTWN TWP,48183,1314,"21313 TELEGRAPH RD, BROWNSTWN TWP , MI, 48183",42.1504155,-83.2645968,BROWNSTOWN GOODFELLOWS INC,2,382838844,2,201312,P20,0,20961,3,560000000,1,1,15,,1000,21956,MI,12,17706,,3,1,2014,5,2
906 W MILLER RD,MIDLAND,48640,9107,"906 W MILLER RD, MIDLAND , MI, 48640",43.5820175,-84.4055313,MIKE AND MELISSA DYER FOUNDATION,2,454574530,2,201312,P20,0,21235,3,0,1,1,15,% MELISSA DYER,1000,21235,MI,12,19615,,3,1,2012,3,2
PO BOX 2142,DEARBORN,48123,2142,"PO BOX 2142, DEARBORN , MI, 48123",42.3,-83.25,KIWANIS CLUB OF DEARBORN OUTER DRIVE FOUNDATION INC,1,383274971,4,201309,P20,0,24440,3,994408000,1,1,15,% PHILLIP D BERRY,1000,56546,MI,9,119835,,3,1,1996,5,3
75 FERRIS ST,HIGHLAND PARK,48203,2914,"75 FERRIS ST, HIGHLAND PARK , MI, 48203",42.4142019,-83.0997897,C O A C H M A C,2,383426161,3,201212,P20,0,25224,3,0,1,1,15,% LASHAND MCILWAIN,1000,25224,MI,12,70518,,3,1,1999,2,3
1725 PORT SHELDON ST STE A-209,JENISON,49428,9009,"1725 PORT SHELDON ST STE A-209, JENISON , MI, 49428",42.887672,-85.823668,MISSISSIPPI CHRISTIAN FAMILY SERVICES SUPPORT AUXILIARY,2,383205122,3,201309,P20,0,26260,3,995005000,5,1,16,% WILBERT VENEMA,1000,26260,MI,9,41134,,3,1,1995,3,3
354 NORWOOD AVE SE,GRAND RAPIDS,49506,1717,"354 NORWOOD AVE SE, GRAND RAPIDS , MI, 49506",42.956235,-85.631064,FAMILIES THROUGH ADOPTION INC,2,562589239,1,201109,P20,0,26829,3,0,1,1,16,% CHARLENE M LANNINE,1000,28969,MI,9,1206,,3,1,2008,3,3
7460 OCQUEOC LAKE RD,MILLERSBURG,49759,9741,"7460 OCQUEOC LAKE RD, MILLERSBURG , MI, 49759",45.4848422,-84.1203569,BLUMS LANDING,2,262363640,4,201312,P20,0,28206,3,0,1,1,15,% TERRY BLUMBERG,1000,28206,MI,12,144036,,3,1,2009,2,3
PO BOX 430686,PONTIAC,48343,686,"PO BOX 430686, PONTIAC , MI, 48343",42.6380644,-83.3024347,OAKLAND COUNTY EMPLOYMENT DIVERSITY COUNCIL,2,383623845,1,201312,P20,0,28606,3,0,1,1,15,% MICHAEL L DIXON,1000,28606,MI,12,2371,,3,1,2002,5,3
327 SEYMOUR AVE,LANSING,48933,1114,"327 SEYMOUR AVE, LANSING , MI, 48933",42.736844,-84.555869,MAHP FOUNDATION,2,383394233,1,201212,P20,0,29281,3,179000000,1,1,17,% MICH ASSOC OF HEALTH PLANS,1000,29281,MI,12,2370,,3,1,1998,7,3
PO BOX 5127,WARREN,48090,5127,"PO BOX 5127, WARREN , MI, 48090",42.5019913,-83.0467126,MICHIGAN SPORTSMEN AGAINST HUNGER,2,383186232,1,201312,P20,0,29537,3,0,1,1,15,% PEGGY PARKE,1000,29537,MI,12,6106,,3,1,2000,8,3
PO BOX 124,CARROLLTON,48724,124,"PO BOX 124, CARROLLTON , MI, 48724",43.4547646,-83.9241376,H I S RESTORATION MINISTRIES,2,383413833,4,201312,P20,0,31917,3,0,1,1,15,% M ANN FOWLER,1000,31917,MI,12,141796,,3,1,1998,12,3
PO BOX 980394,YPSILANTI,48198,394,"PO BOX 980394, YPSILANTI , MI, 48198",42.2728525,-83.570964,YPSILANTI ROTARY FOUNDATION 105 PEARL ST,1,382806742,3,201306,P20,0,34233,3,994408000,1,1,16,,1000,71533,MI,6,94943,,3,1,1996,4,3
250 EAST FRONT STREET,TRAVERSE CITY,49684,3602,"250 EAST FRONT STREET, TRAVERSE CITY , MI, 49684",44.7638496,-85.6186425,FESTIVAL FOUNDATION,2,260883148,3,201312,P20,0,34428,3,0,1,1,15,% TREVOR TKACH,1000,34428,MI,12,35664,,3,1,2007,12,3
PO BOX 911,LEWISTON,49756,911,"PO BOX 911, LEWISTON , MI, 49756",44.8839001,-84.3055687,GARLAND CHARITY CLASSIC,2,274203247,2,201212,P20,0,34646,3,0,1,1,16,% THOMAS D COOK,1000,36536,MI,12,12183,,3,1,2011,7,3
6749 EAST FULTON ST,ADA,49301,8101,"6749 EAST FULTON ST, ADA , MI, 49301",42.9614076,-85.5022964,HEARTS ALIVE AND FREE INC,2,262475471,2,201112,P20,0,36085,3,0,1,1,16,,1000,36085,MI,12,10839,,3,1,2011,1,3
3800 E 11 MILE RD,WARREN,48091,3903,"3800 E 11 MILE RD, WARREN , MI, 48091",42.490399,-83.068807,LIBERTY FAMILY OUTREACH,2,810549914,3,201306,P20,0,36341,3,0,1,1,15,% TERRY FRAZIER,1000,40832,MI,6,30295,,3,1,2002,12,3
26601 COOLIDGE HWY,OAK PARK,48237,1135,"26601 COOLIDGE HWY, OAK PARK , MI, 48237",42.4869563,-83.1832987,GCINP,2,262110990,1,201212,P20,0,36856,3,0,1,1,16,,1000,36856,MI,12,4776,,3,1,2014,4,3
29066 ETON ST,WESTLAND,48186,5196,"29066 ETON ST, WESTLAND , MI, 48186",42.27367,-83.326206,WHOLISTIC LIVING COMMUNITY DEVELOPMENT CORPORATION,2,320081719,1,201312,P20,0,38923,3,0,1,1,15,% JUDITH YATES,1000,38923,MI,12,287,,3,1,2012,9,3
PO BOX 70033,ROCHESTER HLS,48307,1,"PO BOX 70033, ROCHESTER HLS , MI, 48307",42.6678914,-83.1327332,ANIMAL AID FOUNDATION,1,273503504,2,201312,P20,0,40737,3,0,1,1,16,% AARON BAMBACH,1000,219358,MI,12,17704,,3,1,2010,11,4
27725 STANSBURY BLVD NO 210,FARMINGTON HILLS,48334,3807,"27725 STANSBURY BLVD NO 210, FARMINGTON HILLS , MI, 48334",42.497984,-83.351362,OAKLAND CASUAL,2,272952042,2,201312,P20,0,40788,3,0,1,1,15,% PETER MEAGHER,1000,40788,MI,12,14185,,3,1,2010,12,3
32830 HAVERFORD RD,FRANKLIN,48025,1630,"32830 HAVERFORD RD, FRANKLIN , MI, 48025",42.528435,-83.285963,ST PAUL NONPROFIT CHARIABLE ORGANIZATION,1,383400777,2,201212,P20,0,41421,3,994560000,1,1,15,% GISELA M BECKER,1000,61949,MI,12,22605,,3,1,1998,4,3
PO BOX 263,ARCADIA,49613,263,"PO BOX 263, ARCADIA , MI, 49613",44.4919144,-86.2353862,PLEASANT VALLEY COMMUNITY CENTER INC,2,830464390,4,201212,P20,0,41716,3,0,1,1,15,% RICKY J WILLIAMS,1000,49057,MI,12,121765,,3,1,2006,10,3
1044 US 24 N,ALPENA,49707,0,"1044 US 24 N, ALPENA , MI, 49707",45.0638143,-83.4800686,ALPENA AND PRESQUE ISLE CHILD ABUSE AND NEGLECT TEAM,2,382282409,2,201309,P20,0,42122,3,327000000,1,1,15,,1000,42422,MI,9,22673,,3,1,2014,8,3
2292 NORTON RD,ROCHESTER HLS,48307,3765,"2292 NORTON RD, ROCHESTER HLS , MI, 48307",42.646025,-83.141834,OAK APPLE INC,2,205076390,1,201212,P20,0,42702,3,0,1,1,16,% KIM G FRENTZ,1000,42702,MI,12,8743,,3,1,2012,1,3
3424 ROCHESTER RD,TROY,48083,5210,"3424 ROCHESTER RD, TROY , MI, 48083",42.5694299,-83.127572,ST JOSEPHS FAMILY SUPPORT,2,262559946,3,201312,P20,0,42975,3,0,1,1,15,% CARE OF MAGED MICHAIL CPA PC,1000,42975,MI,12,31150,,3,1,2009,1,3
333 WEST FORT STREET,DETROIT,48226,3154,"333 WEST FORT STREET, DETROIT , MI, 48226",42.3292318,-83.049753,DFFA BURN FUND INC,1,383223709,2,201311,P20,0,42988,3,994160000,1,1,15,% DETROIT FIRE FIGHTERS ASSOCIATION,1000,51102,MI,11,20945,,3,1,1996,3,3
1011 ARIANNA ST NW,GRAND RAPIDS,49504,3050,"1011 ARIANNA ST NW, GRAND RAPIDS , MI, 49504",42.988401,-85.693529,INSTRUMENTS OF HEALTH,2,453277393,2,201212,P20,0,47028,3,0,1,1,15,,1000,47028,MI,12,11907,HAITI NEEDS YOU,3,1,2011,12,3
PO BOX 2530,KALAMAZOO,49003,2530,"PO BOX 2530, KALAMAZOO , MI, 49003",42.27,-85.5699999,FIRST CHANCE INCORPORATED,2,383491113,1,201312,P20,0,48477,3,0,1,1,15,% LEROY HARVEY,1000,48477,MI,12,1,,3,1,2000,3,3
1068 TIVERTON TRAIL DR,ROCHESTER HLS,48306,4068,"1068 TIVERTON TRAIL DR, ROCHESTER HLS , MI, 48306",42.696287,-83.169467,FAITH WORKS MICHIGAN,2,274210364,3,201312,P20,0,49658,3,0,1,1,15,% ROBERT QUIGLEY,1000,49658,MI,12,27229,,3,1,2012,12,3
3821 KAELEAF RD,LAKE ORION,48360,2619,"3821 KAELEAF RD, LAKE ORION , MI, 48360",42.726234,-83.222977,MERCY FOR THE CHILDREN MYANMAR INC,1,262946636,3,201212,P20,0,50119,3,0,1,1,15,,1000,50119,MI,12,42998,,3,1,2009,6,3
1100 S CANTON CENTER RD,CANTON,48188,1608,"1100 S CANTON CENTER RD, CANTON , MI, 48188",42.2998362,-83.487296,CANTON FIREFIGHTERS 2289 CHARITY FOUNDATION,1,383300469,1,200912,P20,0,55686,3,994927600,1,1,16,,1000,55686,MI,12,4925,,3,1,2012,2,3
16556 BUCHANAN ST,GRAND HAVEN,49417,9632,"16556 BUCHANAN ST, GRAND HAVEN , MI, 49417",42.985022,-86.196625,HANDS IN SERVICE INC,1,300191604,3,201406,P20,0,55737,3,0,1,1,15,% WAYNE MERZ,1000,61842,MI,6,37606,,3,1,2004,1,3
853 DEVONSHIRE BLVD,BRIGHTON,48116,1705,"853 DEVONSHIRE BLVD, BRIGHTON , MI, 48116",42.5206692,-83.7861029,CAMP LIBERTY INC,1,460533307,4,201312,P20,0,57563,3,0,1,1,15,% RICHARD V BRIGGS,1000,57563,MI,12,106053,,3,1,2014,3,3
PO BOX 25,NEW BALTIMORE,48047,25,"PO BOX 25, NEW BALTIMORE , MI, 48047",42.664829,-82.7670745,BAY-RAMA INC,1,237230142,4,201307,P20,0,58331,3,995064000,1,1,16,% CATHERINE C DEPRAY,1000,180598,MI,7,122044,,3,1,1995,5,4
30345 KIM LN,ROMULUS,48174,3317,"30345 KIM LN, ROMULUS , MI, 48174",42.18154,-83.333528,GODS FAMILY INC,1,352201847,2,201312,P20,0,58833,3,0,1,1,15,% CATALIN CARP,1000,58833,MI,12,10126,,3,1,2006,11,3
4200 W MICHIGAN AVE STE 20,KALAMAZOO,49006,5895,"4200 W MICHIGAN AVE STE 20, KALAMAZOO , MI, 49006",42.277057,-85.6407231,LOVE IN THE NAME OF CHRIST OF KALAMAZOO COUNTY,1,383331121,2,201312,P20,0,59227,3,994560000,1,1,15,,1000,60654,MI,12,11040,,3,1,1997,3,3
PO BOX 702458,PLYMOUTH,48170,981,"PO BOX 702458, PLYMOUTH , MI, 48170",42.3714253,-83.4702132,P B J OUTREACH INC,1,861096943,3,201312,P20,0,60003,3,0,1,1,15,% TIMOTHY P SULLIVAN,1000,60003,MI,12,69595,,3,1,2005,5,3
331 DEER ST,MANISTIQUE,49854,1145,"331 DEER ST, MANISTIQUE , MI, 49854",45.9632856,-86.2547819,GOOD NEIGHBOR SERVICES,1,383426777,2,201312,P20,0,61813,3,0,1,1,15,% DIRECTOR,1000,61813,MI,12,22571,,3,1,2000,5,3
PO BOX 1445,NOVI,48376,1445,"PO BOX 1445, NOVI , MI, 48376",42.4754966,-83.4753036,NOVI POLICE AND FIRE BENEVOLENT ASSOCIATION,1,453088115,4,201312,P20,0,62153,3,0,1,1,15,% NOVI POLICE FIRE BENEVOLENT ASSC,1000,113403,MI,12,177575,,3,1,2012,6,4
PO BOX 351,CLARE,48617,351,"PO BOX 351, CLARE , MI, 48617",43.8194703,-84.7686281,LOVE INC OF CLARE COUNTY,1,263987402,3,201212,P20,0,63822,3,0,1,1,15,,1000,63822,MI,12,32493,,3,1,2009,8,3
9669 N CANTON CENTER RD,PLYMOUTH,48170,3814,"9669 N CANTON CENTER RD, PLYMOUTH , MI, 48170",42.359024,-83.489491,GREAT LAKES REGIONAL CHILI INC,1,383488361,1,201307,P20,0,64349,3,0,1,1,16,% ANNETTE J HORN,1000,64349,MI,7,5191,,3,1,2000,3,3
2749 BENT TREE DR,DEXTER,48130,9403,"2749 BENT TREE DR, DEXTER , MI, 48130",42.33094,-83.895752,MICHIGAN HR,1,453181330,3,201312,P20,0,64509,3,0,1,1,16,% JEREMY STEPHENS,1000,64509,MI,12,35407,,3,1,2012,12,3
3075 30TH ST SW,GRANDVILLE,49418,1192,"3075 30TH ST SW, GRANDVILLE , MI, 49418",42.910313,-85.7416566,VISION INCORPORATED,1,383358727,1,201312,P20,0,65000,3,998000000,1,1,16,% WILLIAM C ABNEY TTEE,1000,65000,MI,12,1,,3,1,2012,11,3
3155 DALLAVO CT,COMMERCE,48390,1607,"3155 DALLAVO CT, COMMERCE , MI, 48390",42.567113,-83.453812,TWILIGHT BENEFIT,1,260590427,3,201312,P20,0,65373,3,0,1,1,15,% SAYLOR X FRASE,1000,65373,MI,12,40503,,3,1,2007,12,3
5180 WASHAKIE TRL,BRIGHTON,48116,9743,"5180 WASHAKIE TRL, BRIGHTON , MI, 48116",42.525454,-83.8258775,END OF THE ROAD INTERNATIONAL MINISTRIES INC,1,205256741,4,201312,P20,0,65498,3,0,1,1,15,% GARY GENTRY,1000,65498,MI,12,136180,,3,1,2006,10,3
1829 S BURDICK ST,KALAMAZOO,49001,2715,"1829 S BURDICK ST, KALAMAZOO , MI, 49001",42.2731706,-85.5829365,FRIENDSHIP HOUSE,1,383036183,3,201312,P20,0,68193,3,994560000,1,1,15,% STEVE HARTHORN,1000,68193,MI,12,57118,,3,1,1996,1,3
1035 GODFRCY AVENUE SW,GRAND RAPIDS,49503,4889,"1035 GODFRCY AVENUE SW, GRAND RAPIDS , MI, 49503",42.9420099,-85.685243,UNITED IN CHRIST MINISTRIES,1,203511030,4,201312,P20,0,71655,3,0,1,1,15,% CHARLES WARE,1000,73655,MI,12,254913,,3,1,2006,2,3
2673 DEXTER RD,ANN ARBOR,48103,2703,"2673 DEXTER RD, ANN ARBOR , MI, 48103",42.286746,-83.785175,ROSESGOOD COMPANY,1,272778389,1,201212,P20,0,73034,3,0,1,1,15,,1000,73034,MI,12,5356,,3,1,2010,12,3
6757 CASCADE ROAD SE STE 105,GRAND RAPIDS,49546,6849,"6757 CASCADE ROAD SE STE 105, GRAND RAPIDS , MI, 49546",42.9130449,-85.4988414,CASCADE COMMUNITY FOUNDATION,1,274897470,4,201212,P20,0,73513,3,0,1,1,15,% LAURA J MCDOWELL,1000,87880,MI,12,315687,,3,1,2011,9,3
1900 BOSTON BLVD,LANSING,48910,2456,"1900 BOSTON BLVD, LANSING , MI, 48910",42.711711,-84.576691,SOUTH LANSING COMMUNITY DEVELOPMENT ASSOCIATION,1,412137028,3,200812,P20,0,74075,3,0,1,1,15,% KATHIE DUNBAR,1000,74075,MI,12,39879,,3,1,2013,11,3
A-5734 143RD AVENUE,HOLLAND,49423,0,"A-5734 143RD AVENUE, HOLLAND , MI, 49423",42.7326485,-86.1069648,FULFILLING LIFE MINISTRIES,1,273967300,3,201312,P20,0,76251,3,0,1,1,15,,1000,96641,MI,12,26890,,3,1,2010,12,3
43500 FORESTDALE DR,BELLEVILLE,48111,3349,"43500 FORESTDALE DR, BELLEVILLE , MI, 48111",42.2392241,-83.4680544,TOMAS VENTURES RESIDENCE LTD,1,208269314,1,201312,P20,0,78838,3,0,1,1,15,% NTOCHUKWU EZENABO,1000,78838,MI,12,6424,,3,1,2008,5,3
2065 TREERIDGE DR SE,GRAND RAPIDS,49508,3720,"2065 TREERIDGE DR SE, GRAND RAPIDS , MI, 49508",42.895576,-85.6127209,PARTNERS FOR LEARNING ACROSS CULTURES INC,1,300254677,4,201312,P20,0,81808,3,0,1,1,15,,1000,81808,MI,12,382281,,3,1,2004,11,3
PO BOX 24095,LANSING,48909,4095,"PO BOX 24095, LANSING , MI, 48909",42.68,-84.5,MINISTRY COACHING MULTIPLYING DISCIPLES INC,1,452408461,2,201312,P20,0,82030,3,0,1,1,15,% TIMOTHY S ROLFF,1000,82030,MI,12,10704,,3,1,2011,9,3
22347 ROXFORD ST,DETROIT,48219,2328,"22347 ROXFORD ST, DETROIT , MI, 48219",42.424252,-83.262462,CHRIST THE KING SERVICE CORPS,1,272957270,3,201306,P20,0,82217,3,0,1,1,16,% TERRENCE M GEORGE,1000,82217,MI,6,25490,,3,1,2010,11,3
511 N JACKSON,JACKSON,49203,0,"511 N JACKSON, JACKSON , MI, 49203",42.2432623,-84.4084919,HOUSE OF NEW BEGINNINGS INC,1,371612454,3,201310,P20,0,82451,3,0,1,1,15,,1000,82451,MI,10,53759,,3,1,2011,1,3
PO BOX 271,SWARTZ CREEK,48473,271,"PO BOX 271, SWARTZ CREEK , MI, 48473",42.9503143,-83.8260884,SWARTZ CREEK HOMETOWN DAYS INC,1,262012119,3,201312,P20,0,85900,3,0,1,1,15,% DAVID MOORE,1000,85900,MI,12,43854,,3,1,2009,4,3
2843 E GRAND RIVER 252,E LANSING,48823,6722,"2843 E GRAND RIVER 252, E LANSING , MI, 48823",42.7270275,-84.4561582,MICHIGAN ARMED FORCES RECEPTION CENTER INC,1,452813231,3,201309,P20,0,86435,3,0,1,1,15,,1000,86435,MI,12,30985,,3,1,2014,2,3
4924 S WAYNE RD,WAYNE,48184,3200,"4924 S WAYNE RD, WAYNE , MI, 48184",42.272448,-83.389082,VETERANS HAVEN INC,1,383176960,4,201312,P20,0,90363,3,995907000,1,1,15,% STEFAN V BERNA,1000,90363,MI,12,479844,,3,1,1994,10,3
21557 TELEGRAPH RD,SOUTHFIELD,48033,4248,"21557 TELEGRAPH RD, SOUTHFIELD , MI, 48033",42.452623,-83.2791994,MOTOR CITY GROUNDS CREW,1,455104094,3,201312,P20,0,90671,3,0,1,1,15,% AARON Y SMITH,1000,90671,MI,12,35979,,3,1,2012,8,3
